# ========== data/departments.csv ==========
code,name,description
PSYCHO,Psychologie,Département de Psychologie - Étude scientifique du comportement humain et des processus mentaux
COMM,Communication sociale,Département de Communication sociale - Formation en communication et médias
SOCIO,Sociologie,Département de Sociologie - Étude des sociétés et des phénomènes sociaux
SERVSOC,Service social,Département de Service social - Formation pour l'intervention sociale et l'aide communautaire

# ========== data/professors.csv ==========
professor_id,email,first_name,last_name,phone_number,date_of_birth,department_code,specialization,hire_date
PROF001,marie.joseph@fasch.edu.ht,Marie,Joseph,+50937891234,1985-03-15,PSYCHO,Psychologie clinique,2015-09-01
PROF002,jean.pierre@fasch.edu.ht,Jean,Pierre,+50937891235,1982-07-22,PSYCHO,Psychologie du développement,2014-01-15
PROF003,anne.louis@fasch.edu.ht,Anne,Louis,+50937891236,1988-11-10,COMM,Communication digitale,2017-08-20
PROF004,paul.francois@fasch.edu.ht,Paul,François,+50937891237,1980-05-18,COMM,Journalisme,2013-09-01
PROF005,sophie.charles@fasch.edu.ht,Sophie,Charles,+50937891238,1986-09-25,SOCIO,Sociologie urbaine,2016-01-10
PROF006,marc.jean@fasch.edu.ht,Marc,Jean,+50937891239,1983-12-08,SOCIO,Anthropologie sociale,2015-09-01
PROF007,lucie.baptiste@fasch.edu.ht,Lucie,Baptiste,+50937891240,1987-04-30,SERVSOC,Travail social communautaire,2018-01-15
PROF008,david.michel@fasch.edu.ht,David,Michel,+50937891241,1984-08-14,SERVSOC,Intervention sociale,2016-09-01
PROF009,claire.simon@fasch.edu.ht,Claire,Simon,+50937891242,1989-02-20,PSYCHO,Psychologie sociale,2019-01-10
PROF010,robert.andre@fasch.edu.ht,Robert,André,+50937891243,1981-06-12,COMM,Relations publiques,2014-09-01

# ========== data/courses.csv ==========
code,name,description,credits,department_code,year_level
PSY101,Introduction à la Psychologie,Concepts fondamentaux de la psychologie,3,PSYCHO,1
PSY102,Psychologie du Développement,Développement psychologique de l'enfance à l'âge adulte,3,PSYCHO,1
PSY201,Psychologie Sociale,Étude des interactions sociales et comportements de groupe,3,PSYCHO,2
PSY202,Psychologie Clinique,Introduction aux théories et pratiques cliniques,4,PSYCHO,2
PSY301,Psychopathologie,Étude des troubles mentaux et comportementaux,4,PSYCHO,3
PSY302,Méthodes de Recherche en Psychologie,Méthodologies de recherche et statistiques,3,PSYCHO,3
PSY401,Stage Clinique,Stage pratique en milieu clinique,6,PSYCHO,4
COM101,Introduction à la Communication,Fondements de la communication humaine,3,COMM,1
COM102,Théories de la Communication,Principales théories et modèles communicationnels,3,COMM,1
COM201,Communication Digitale,Communication via les médias numériques,3,COMM,2
COM202,Journalisme,Principes et pratiques du journalisme,4,COMM,2
COM301,Relations Publiques,Gestion de l'image et communication institutionnelle,4,COMM,3
COM302,Production Médiatique,Production de contenus multimédias,3,COMM,3
COM401,Projet de Communication,Projet professionnel en communication,6,COMM,4
SOC101,Introduction à la Sociologie,Concepts de base de la sociologie,3,SOCIO,1
SOC102,Sociologie de la Famille,Étude sociologique de la famille,3,SOCIO,1
SOC201,Sociologie Urbaine,Analyse des phénomènes urbains,3,SOCIO,2
SOC202,Anthropologie Sociale,Introduction à l'anthropologie,4,SOCIO,2
SOC301,Méthodologie de Recherche Sociale,Méthodes quantitatives et qualitatives,4,SOCIO,3
SOC302,Sociologie du Développement,Sociologie appliquée au développement,3,SOCIO,3
SOC401,Mémoire de Recherche,Projet de recherche sociologique,6,SOCIO,4
SSO101,Introduction au Service Social,Fondements du travail social,3,SERVSOC,1
SSO102,Intervention Sociale,Techniques d'intervention sociale,3,SERVSOC,1
SSO201,Travail Social Communautaire,Intervention au niveau communautaire,4,SERVSOC,2
SSO202,Politiques Sociales,Analyse des politiques d'aide sociale,3,SERVSOC,2
SSO301,Gestion de Projets Sociaux,Planification et gestion de projets,4,SERVSOC,3
SSO302,Stage d'Intervention I,Premier stage pratique,3,SERVSOC,3
SSO401,Stage d'Intervention II,Stage professionnel avancé,6,SERVSOC,4
GEN101,Méthodologie du Travail Universitaire,Techniques d'étude et de recherche,2,PSYCHO,1
GEN102,Informatique de Base,Introduction aux outils informatiques,2,PSYCHO,1

# ========== data/sections.csv ==========
course_code,section_number,professor_id,day_of_week,start_time,end_time,room,session,semester,year,max_students,is_open
PSY101,01,PROF001,LUNDI,08:00,10:00,A101,SESSION_1,FALL,2024,30,True
PSY101,02,PROF002,MERCREDI,14:00,16:00,A102,SESSION_1,FALL,2024,30,True
PSY102,01,PROF002,MARDI,08:00,10:00,A101,SESSION_1,FALL,2024,30,True
PSY201,01,PROF009,JEUDI,10:00,12:00,A103,SESSION_1,FALL,2024,25,True
PSY202,01,PROF001,VENDREDI,08:00,11:00,A201,SESSION_1,FALL,2024,20,True
COM101,01,PROF003,LUNDI,10:00,12:00,B101,SESSION_1,FALL,2024,30,True
COM101,02,PROF004,MERCREDI,08:00,10:00,B102,SESSION_1,FALL,2024,30,True
COM102,01,PROF010,MARDI,14:00,16:00,B101,SESSION_1,FALL,2024,30,True
COM201,01,PROF003,JEUDI,08:00,10:00,B201,SESSION_1,FALL,2024,25,True
COM202,01,PROF004,VENDREDI,10:00,13:00,B202,SESSION_1,FALL,2024,20,True
SOC101,01,PROF005,LUNDI,14:00,16:00,C101,SESSION_1,FALL,2024,30,True
SOC101,02,PROF006,MERCREDI,10:00,12:00,C102,SESSION_1,FALL,2024,30,True
SOC102,01,PROF006,MARDI,10:00,12:00,C101,SESSION_1,FALL,2024,30,True
SOC201,01,PROF005,JEUDI,14:00,16:00,C201,SESSION_1,FALL,2024,25,True
SOC202,01,PROF006,VENDREDI,14:00,17:00,C202,SESSION_1,FALL,2024,20,True
SSO101,01,PROF007,LUNDI,08:00,10:00,D101,SESSION_1,FALL,2024,30,True
SSO101,02,PROF008,MERCREDI,14:00,16:00,D102,SESSION_1,FALL,2024,30,True
SSO102,01,PROF008,MARDI,08:00,10:00,D101,SESSION_1,FALL,2024,30,True
SSO201,01,PROF007,JEUDI,08:00,11:00,D201,SESSION_1,FALL,2024,25,True
SSO202,01,PROF008,VENDREDI,08:00,10:00,D202,SESSION_1,FALL,2024,25,True
GEN101,01,PROF001,SAMEDI,08:00,10:00,A104,SESSION_1,FALL,2024,40,True
GEN102,01,PROF003,SAMEDI,10:00,12:00,B103,SESSION_1,FALL,2024,40,True

# ========== data/students.csv ==========
student_number,email,first_name,last_name,phone_number,date_of_birth,department_code,current_year,enrollment_date
STU2024001,etudiant1@fasch.edu.ht,Pierre,Dupont,+50938001001,2005-01-15,PSYCHO,1,2024-09-01
STU2024002,etudiant2@fasch.edu.ht,Marie,Laurent,+50938001002,2005-03-22,PSYCHO,1,2024-09-01
STU2024003,etudiant3@fasch.edu.ht,Jean,Martin,+50938001003,2005-05-10,PSYCHO,1,2024-09-01
STU2024004,etudiant4@fasch.edu.ht,Sophie,Bernard,+50938001004,2005-07-18,PSYCHO,1,2024-09-01
STU2024005,etudiant5@fasch.edu.ht,Luc,Moreau,+50938001005,2005-02-25,PSYCHO,1,2024-09-01
STU2024006,etudiant6@fasch.edu.ht,Emma,Simon,+50938001006,2004-11-30,PSYCHO,2,2023-09-01
STU2024007,etudiant7@fasch.edu.ht,Thomas,Petit,+50938001007,2004-09-12,PSYCHO,2,2023-09-01
STU2024008,etudiant8@fasch.edu.ht,Julie,Roux,+50938001008,2004-04-08,PSYCHO,2,2023-09-01
STU2024009,etudiant9@fasch.edu.ht,Nicolas,Leroy,+50938001009,2005-06-20,COMM,1,2024-09-01
STU2024010,etudiant10@fasch.edu.ht,Laura,Girard,+50938001010,2005-08-14,COMM,1,2024-09-01
STU2024011,etudiant11@fasch.edu.ht,Alexandre,Blanc,+50938001011,2005-01-28,COMM,1,2024-09-01
STU2024012,etudiant12@fasch.edu.ht,Camille,Faure,+50938001012,2005-03-05,COMM,1,2024-09-01
STU2024013,etudiant13@fasch.edu.ht,Lucas,Mercier,+50938001013,2004-12-18,COMM,2,2023-09-01
STU2024014,etudiant14@fasch.edu.ht,Léa,Vincent,+50938001014,2004-10-22,COMM,2,2023-09-01
STU2024015,etudiant15@fasch.edu.ht,Antoine,Rousseau,+50938001015,2005-04-15,SOCIO,1,2024-09-01
STU2024016,etudiant16@fasch.edu.ht,Chloé,Garnier,+50938001016,2005-07-09,SOCIO,1,2024-09-01
STU2024017,etudiant17@fasch.edu.ht,Hugo,Chevalier,+50938001017,2005-02-11,SOCIO,1,2024-09-01
STU2024018,etudiant18@fasch.edu.ht,Manon,François,+50938001018,2005-05-27,SOCIO,1,2024-09-01
STU2024019,etudiant19@fasch.edu.ht,Nathan,Fontaine,+50938001019,2004-08-03,SOCIO,2,2023-09-01
STU2024020,etudiant20@fasch.edu.ht,Sarah,Bonnet,+50938001020,2004-11-16,SOCIO,2,2023-09-01
STU2024021,etudiant21@fasch.edu.ht,Maxime,Lambert,+50938001021,2005-03-30,SERVSOC,1,2024-09-01
STU2024022,etudiant22@fasch.edu.ht,Pauline,Muller,+50938001022,2005-06-24,SERVSOC,1,2024-09-01
STU2024023,etudiant23@fasch.edu.ht,Julien,Lefebvre,+50938001023,2005-01-07,SERVSOC,1,2024-09-01
STU2024024,etudiant24@fasch.edu.ht,Clara,Durand,+50938001024,2005-09-19,SERVSOC,1,2024-09-01
STU2024025,etudiant25@fasch.edu.ht,Mathis,Bertrand,+50938001025,2004-07-26,SERVSOC,2,2023-09-01

# ========== data/enrollments.csv ==========
student_number,course_code,section_number,session,semester,year,status,enrollment_date
STU2024001,PSY101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024001,PSY102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024001,GEN101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024001,GEN102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024002,PSY101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024002,PSY102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024002,GEN101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024003,PSY101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024003,PSY102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024003,GEN102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024004,PSY101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024004,PSY102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024005,PSY101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024006,PSY201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024006,PSY202,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024007,PSY201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024007,PSY202,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024008,PSY201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024009,COM101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024009,COM102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024009,GEN101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024010,COM101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024010,COM102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024010,GEN102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024011,COM101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024012,COM101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024013,COM201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024013,COM202,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024014,COM201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024015,SOC101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024015,SOC102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024015,GEN101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024016,SOC101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024016,SOC102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024017,SOC101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024018,SOC101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024019,SOC201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024019,SOC202,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024020,SOC201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024021,SSO101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024021,SSO102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024021,GEN101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024022,SSO101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024022,SSO102,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024023,SSO101,01,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024024,SSO101,02,SESSION_1,FALL,2024,ENROLLED,2024-09-06
STU2024025,SSO201,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05
STU2024025,SSO202,01,SESSION_1,FALL,2024,ENROLLED,2024-09-05

# ========== data/grades.csv ==========
student_number,course_code,section_number,midterm_exam,final_exam,assignments,participation,project,comments
STU2024001,PSY101,01,85.5,88.0,90.0,95.0,87.5,Excellent étudiant très participatif
STU2024001,PSY102,01,78.0,82.5,85.0,90.0,80.0,Bon travail continue comme ça
STU2024001,GEN101,01,92.0,90.0,95.0,100.0,88.0,Très bon niveau
STU2024002,PSY101,01,75.0,78.5,80.0,85.0,76.5,Travail satisfaisant
STU2024002,PSY102,01,82.5,85.0,88.0,90.0,84.0,Très bon progrès
STU2024003,PSY101,02,88.0,90.5,92.0,95.0,89.0,Excellent niveau
STU2024003,PSY102,01,80.0,83.0,85.5,88.0,82.0,Bon travail
STU2024004,PSY101,01,70.0,72.5,75.0,80.0,71.0,Peut faire mieux
STU2024004,PSY102,01,68.5,70.0,73.0,78.0,69.0,Doit travailler davantage
STU2024009,COM101,01,90.0,92.5,95.0,98.0,91.0,Étudiant exceptionnel
STU2024009,COM102,01,87.0,89.5,91.0,95.0,88.0,Excellent travail
STU2024010,COM101,02,83.0,85.5,87.0,90.0,84.5,Très bon niveau
STU2024010,COM102,01,80.0,82.5,85.0,88.0,81.0,Bon progrès
STU2024015,SOC101,01,86.0,88.5,90.0,93.0,87.0,Très bon étudiant
STU2024015,SOC102,01,84.0,86.0,88.5,91.0,85.0,Excellent travail
STU2024016,SOC101,02,78.5,81.0,83.0,86.0,79.5,Bon niveau
STU2024017,SOC101,01,92.0,94.5,96.0,98.0,93.0,Étudiant brillant
STU2024021,SSO101,01,81.0,83.5,86.0,89.0,82.5,Bon travail
STU2024021,SSO102,01,79.0,81.5,84.0,87.0,80.0,Satisfaisant
STU2024022,SSO101,02,87.5,90.0,92.0,95.0,88.5,Excellent niveau
